"Latitude (decimal degrees):	51.790",,,,,,,,Date,G_i
20160507:0556,83.19,12.21,10.22,2.4,0,,,20160507:1356,248.01
20160507:0656,97.51,21.42,10.51,2.51,0,,,20160507:1456,190.86
20160507:0756,385.74,30.63,12.71,2.8,0,,,20160507:1556,325.58
20160507:0856,221.93,39.4,14.91,3.09,0,,,20160507:1656,224.57
20160507:0956,746.95,47.06,17.11,3.38,0,,,20160507:1756,47.39
20160507:1056,754.15,52.65,17.79,4.12,0,,,20160507:1856,29.52
20160507:1156,656.08,55.01,18.48,4.87,0,,,20160507:1956,0
20160507:1256,610.66,53.44,19.16,5.61,0,,,20160507:2056,0
20160507:1356,248.01,48.41,19.36,5.46,0,,,20160507:2156,0
20160507:1456,190.86,41.08,19.56,5.3,0,,,20160507:2256,0
20160507:1556,325.58,32.49,19.76,5.14,0,,,20160507:2356,0
20160507:1656,224.57,23.32,19.19,4.51,0,,,20160508:0056,0
20160507:1756,47.39,14.08,18.61,3.89,0,,,20160508:0156,0
20160507:1856,29.52,5.14,18.03,3.26,0,,,20160508:0256,0
20160507:1956,0,0,16.76,3.06,0,,,20160508:0356,0
20160507:2056,0,0,15.49,2.87,0,,,20160508:0456,19.47
20160507:2156,0,0,14.22,2.68,0,,,20160508:0556,134.52
20160507:2256,0,0,13.95,2.91,0,,,20160508:0656,208.12
20160507:2356,0,0,13.69,3.15,0,,,20160508:0756,460.5
20160508:0056,0,0,13.42,3.39,0,,,20160508:0856,720.38
20160508:0156,0,0,12.74,3.09,0,,,20160508:0956,822.71
20160508:0256,0,0,12.05,2.78,0,,,20160508:1056,974.58
20160508:0356,0,0,11.36,2.47,0,,,20160508:1156,1002.36
20160508:0456,19.47,3.6,11.65,2.75,0,,,20160508:1256,967.77
20160508:0556,134.52,12.43,11.94,3.04,0,,,20160508:1356,837.14
20160508:0656,208.12,21.64,12.22,3.32,0,,,20160508:1456,728.45
20160508:0756,460.5,30.86,14.35,3.83,0,,,20160508:1556,475.25
20160508:0856,720.38,39.63,16.48,4.33,0,,,20160508:1656,235.72
20160508:0956,822.71,47.3,18.62,4.83,0,,,20160508:1756,133.84
20160508:1056,974.58,52.92,19.78,5.51,0,,,20160508:1856,30.89
20160508:1156,1002.36,55.28,20.93,6.19,0,,,20160508:1956,0
20160508:1256,967.77,53.7,22.09,6.87,0,,,20160508:2056,0
20160508:1356,837.14,48.65,22.43,6.93,0,,,20160508:2156,0
20160508:1456,728.45,41.3,22.77,6.99,0,,,20160508:2256,0
20160508:1556,475.25,32.69,23.11,7.05,0,,,20160508:2356,0
20160508:1656,235.72,23.52,22.36,6.36,0,,,20160509:0056,0
20160508:1756,133.84,14.28,21.6,5.67,0,,,20160509:0156,0
20160508:1856,30.89,5.35,20.84,4.98,0,,,20160509:0256,0
20160508:1956,0,0,19.83,4.96,0,,,20160509:0356,0
20160508:2056,0,0,18.82,4.94,0,,,20160509:0456,22.46
20160508:2156,0,0,17.81,4.92,0,,,20160509:0556,123.05
20160508:2256,0,0,17.3,4.69,0,,,20160509:0656,198.26
20160508:2356,0,0,16.79,4.46,0,,,20160509:0756,147.7
20160509:0056,0,0,16.28,4.22,0,,,20160509:0856,404.78
20160509:0156,0,0,15.96,4.22,0,,,20160509:0956,369.83
20160509:0256,0,0,15.63,4.22,0,,,20160509:1056,638.79
20160509:0356,0,0,15.31,4.22,0,,,20160509:1156,591.97
20160509:0456,22.46,3.83,15.05,4.22,0,,,20160509:1256,426.63
20160509:0556,123.05,12.65,14.79,4.22,0,,,20160509:1356,137.66
20160509:0656,198.26,21.85,14.53,4.22,0,,,20160509:1456,304
20160509:0756,147.7,31.07,15.97,4.74,0,,,20160509:1556,107.75
20160509:0856,404.78,39.85,17.41,5.26,0,,,20160509:1656,171.29
20160509:0956,369.83,47.55,18.86,5.78,0,,,20160509:1756,88.54
20160509:1056,638.79,53.18,19.02,5.96,0,,,20160509:1856,4.6
20160509:1156,591.97,55.55,19.19,6.14,0,,,20160509:1956,0
20160509:1256,426.63,53.96,19.35,6.32,0,,,20160509:2056,0
20160509:1356,137.66,48.88,19.98,6.76,0,,,20160509:2156,0
20160509:1456,304,41.51,20.61,7.2,0,,,20160509:2256,0
20160509:1556,107.75,32.89,21.23,7.64,0,,,20160509:2356,0
20160509:1656,171.29,23.72,19.88,6.71,0,,,20160510:0056,0
20160509:1756,88.54,14.48,18.53,5.78,0,,,20160510:0156,0
20160509:1856,4.6,5.55,17.17,4.86,0,,,20160510:0256,0
20160509:1956,0,0,16.25,4.52,0,,,20160510:0356,0
20160509:2056,0,0,15.32,4.18,0,,,20160510:0456,19.71
20160509:2156,0,0,14.39,3.85,0,,,20160510:0556,35.2
20160509:2256,0,0,14.32,3.92,0,,,20160510:0656,93.13
20160509:2356,0,0,14.25,3.99,0,,,20160510:0756,76.62
20160510:0056,0,0,14.18,4.06,0,,,20160510:0856,108.19
20160510:0156,0,0,13.92,3.38,0,,,20160510:0956,232.85
20160510:0256,0,0,13.65,2.71,0,,,20160510:1056,203.6
20160510:0356,0,0,13.39,2.04,0,,,20160510:1156,192.87
20160510:0456,19.71,4.05,13.44,2.4,0,,,20160510:1256,220.26
20160510:0556,35.2,12.86,13.5,2.77,0,,,20160510:1356,149.56
20160510:0656,93.13,22.06,13.56,3.13,0,,,20160510:1456,220.66
20160510:0756,76.62,31.28,13.78,3.57,0,,,20160510:1556,193.48
20160510:0856,108.19,40.07,13.99,4,0,,,20160510:1656,87.26
20160510:0956,232.85,47.78,14.21,4.44,0,,,20160510:1756,14.96
20160510:1056,203.6,53.44,14.36,4.56,0,,,20160510:1856,13.12
20160510:1156,192.87,55.82,14.51,4.68,0,,,20160510:1956,0
20160510:1256,220.26,54.21,14.66,4.8,0,,,20160510:2056,0
20160510:1356,149.56,49.11,14.99,4.64,0,,,20160510:2156,0
20160510:1456,220.66,41.72,15.32,4.48,0,,,20160510:2256,0
20160510:1556,193.48,33.09,15.65,4.32,0,,,20160510:2356,0
20160510:1656,87.26,23.91,15.37,4.1,0,,,20160511:0056,0
20160510:1756,14.96,14.68,15.09,3.89,0,,,20160511:0156,0
20160510:1856,13.12,5.76,14.81,3.67,0,,,20160511:0256,0
20160510:1956,0,0,14.41,3.45,0,,,20160511:0356,0
20160510:2056,0,0,14.01,3.24,0,,,20160511:0456,2.04
20160510:2156,0,0,13.62,3.02,0,,,20160511:0556,11.61
20160510:2256,0,0,13.54,2.9,0,,,20160511:0656,35.01
20160510:2356,0,0,13.45,2.78,0,,,20160511:0756,74.29
20160511:0056,0,0,13.37,2.66,0,,,20160511:0856,230.79
20160511:0156,0,0,13.52,2.71,0,,,20160511:0956,384.28
20160511:0256,0,0,13.66,2.76,0,,,20160511:1056,281.92
20160511:0356,0,0,13.81,2.81,0,,,20160511:1156,305.55
20160511:0456,2.04,4.26,13.71,3.04,0,,,20160511:1256,297.22
20160511:0556,11.61,13.06,13.62,3.26,0,,,20160511:1356,110.13
20160511:0656,35.01,22.26,13.52,3.49,0,,,20160511:1456,194.31
20160511:0756,74.29,31.49,13.67,3.65,0,,,20160511:1556,177.06
20160511:0856,230.79,40.29,13.82,3.8,0,,,20160511:1656,157.25
20160511:0956,384.28,48.01,13.97,3.96,0,,,20160511:1756,108.2
20160511:1056,281.92,53.69,14.45,3.8,0,,,20160511:1856,35.3
20160511:1156,305.55,56.08,14.93,3.64,0,,,20160511:1956,0
20160511:1256,297.22,54.46,15.41,3.48,0,,,20160511:2056,0
20160511:1356,110.13,49.34,15.87,3.49,0,,,20160511:2156,0
20160511:1456,194.31,41.93,16.32,3.51,0,,,20160511:2256,0
20160511:1556,177.06,33.28,16.77,3.53,0,,,20160511:2356,0
20160511:1656,157.25,24.1,16.39,3.4,0,,,20160512:0056,0
20160511:1756,108.2,14.87,16.01,3.26,0,,,20160512:0156,0
20160511:1856,35.3,5.96,15.62,3.13,0,,,20160512:0256,0
20160511:1956,0,0,14.8,2.86,0,,,20160512:0356,0
20160511:2056,0,0,13.98,2.6,0,,,20160512:0456,21.42
20160511:2156,0,0,13.16,2.33,0,,,20160512:0556,67.75
20160511:2256,0,0,13,2.28,0,,,20160512:0656,341.43
20160511:2356,0,0,12.85,2.23,0,,,20160512:0756,451.03
20160512:0056,0,0,12.69,2.18,0,,,20160512:0856,573.29
20160512:0156,0,0,12.57,2.59,0,,,20160512:0956,824.02
20160512:0256,0,0,12.45,3,0,,,20160512:1056,909.26
20160512:0356,0,0,12.34,3.41,0,,,20160512:1156,904.2
20160512:0456,21.42,4.47,12.2,3.68,0,,,20160512:1256,795.55
20160512:0556,67.75,13.26,12.06,3.96,0,,,20160512:1356,734.19
20160512:0656,341.43,22.46,11.92,4.23,0,,,20160512:1456,582.06
20160512:0756,451.03,31.69,13.44,4.68,0,,,20160512:1556,452.81
20160512:0856,573.29,40.5,14.95,5.13,0,,,20160512:1656,302.18
20160512:0956,824.02,48.24,16.47,5.57,0,,,20160512:1756,137.36
20160512:1056,909.26,53.93,17.88,5.96,0,,,20160512:1856,31.98
20160512:1156,904.2,56.33,19.3,6.34,0,,,20160512:1956,0
20160512:1256,795.55,54.7,20.71,6.73,0,,,20160512:2056,0
20160512:1356,734.19,49.56,20.62,6.86,0,,,20160512:2156,0
20160512:1456,582.06,42.14,20.53,6.98,0,,,20160512:2256,0
20160512:1556,452.81,33.48,20.43,7.1,0,,,20160512:2356,0
20160512:1656,302.18,24.29,19.62,6.76,0,,,20160513:0056,0
20160512:1756,137.36,15.06,18.81,6.42,0,,,20160513:0156,0
20160512:1856,31.98,6.16,18,6.08,0,,,20160513:0256,0
20160512:1956,0,0,16.59,5.98,0,,,20160513:0356,0
20160512:2056,0,0,15.18,5.87,0,,,20160513:0456,27.1
20160512:2156,0,0,13.77,5.77,0,,,20160513:0556,90.25
20160512:2256,0,0,13.04,5.81,0,,,20160513:0656,130.77
20160512:2356,0,0,12.31,5.86,0,,,20160513:0756,192.11
20160513:0056,0,0,11.58,5.9,0,,,20160513:0856,258.61
20160513:0156,0,0,10.65,6.05,0,,,20160513:0956,338.04
20160513:0256,0,0,9.71,6.19,0,,,20160513:1056,518.13
20160513:0356,0,0,8.77,6.33,0,,,20160513:1156,764.77
20160513:0456,27.1,4.67,9.02,6.44,0,,,20160513:1256,985.07
20160513:0556,90.25,13.46,9.27,6.55,0,,,20160513:1356,887.99
20160513:0656,130.77,22.65,9.52,6.66,0,,,20160513:1456,733.85
20160513:0756,192.11,31.88,11.08,6.65,0,,,20160513:1556,340.5
20160513:0856,258.61,40.7,12.63,6.63,0,,,20160513:1656,108.57
20160513:0956,338.04,48.46,14.19,6.62,0,,,20160513:1756,99.08
20160513:1056,518.13,54.17,15.33,6.74,0,,,20160513:1856,36.06
20160513:1156,764.77,56.58,16.48,6.87,0,,,20160513:1956,0
20160513:1256,985.07,54.94,17.62,6.99,0,,,20160513:2056,0
20160513:1356,887.99,49.78,17.22,6.86,0,,,20160513:2156,0
20160513:1456,733.85,42.34,16.82,6.72,0,,,20160513:2256,0
20160513:1556,340.5,33.67,16.42,6.58,0,,,20160513:2356,0
20160513:1656,108.57,24.48,15.46,6.41,0,,,20160514:0056,0
20160513:1756,99.08,15.25,14.5,6.25,0,,,20160514:0156,0
20160513:1856,36.06,6.35,13.55,6.08,0,,,20160514:0256,0
20160513:1956,0,0,12.06,5.75,0,,,20160514:0356,0
20160513:2056,0,0,10.58,5.42,0,,,20160514:0456,29
20160513:2156,0,0,9.1,5.09,0,,,20160514:0556,62.94
20160513:2256,0,0,8.33,4.9,0,,,20160514:0656,231.9
20160513:2356,0,0,7.57,4.7,0,,,20160514:0756,454.18
20160514:0056,0,0,6.8,4.51,0,,,20160514:0856,754.57
20160514:0156,0,0,6.23,4.17,0,,,20160514:0956,803.94
20160514:0256,0,0,5.65,3.83,0,,,20160514:1056,1016.44
20160514:0356,0,0,5.07,3.49,0,,,20160514:1156,1048.36
20160514:0456,29,4.87,5.23,3.78,0,,,20160514:1256,1013.15
20160514:0556,62.94,13.65,5.38,4.07,0,,,20160514:1356,909.99
20160514:0656,231.9,22.84,5.53,4.36,0,,,20160514:1456,590.11
20160514:0756,454.18,32.07,6.68,4.28,0,,,20160514:1556,478.13
20160514:0856,754.57,40.9,7.83,4.19,0,,,20160514:1656,265.73
20160514:0956,803.94,48.67,8.99,4.11,0,,,20160514:1756,148.68
20160514:1056,1016.44,54.4,10.02,4.26,0,,,20160514:1856,42.93
20160514:1156,1048.36,56.82,11.05,4.4,0,,,20160514:1956,0
20160514:1256,1013.15,55.18,12.08,4.55,0,,,20160514:2056,0
20160514:1356,909.99,50,12.45,4.26,0,,,20160514:2156,0
20160514:1456,590.11,42.53,12.81,3.96,0,,,20160514:2256,0
20160514:1556,478.13,33.85,13.17,3.67,0,,,20160514:2356,0
20160514:1656,265.73,24.66,12.95,3.54,0,,,20160515:0056,0
20160514:1756,148.68,15.43,12.72,3.4,0,,,20160515:0156,0
20160514:1856,42.93,6.54,12.49,3.27,0,,,20160515:0256,0
20160514:1956,0,0,10.84,3.12,0,,,20160515:0356,0
20160514:2056,0,0,9.19,2.97,0,,,20160515:0456,29.66
20160514:2156,0,0,7.54,2.81,0,,,20160515:0556,156.62
20160514:2256,0,0,6.87,2.65,0,,,20160515:0656,302.45
20160514:2356,0,0,6.2,2.48,0,,,20160515:0756,570.53
20160515:0056,0,0,5.53,2.32,0,,,20160515:0856,761.34
20160515:0156,0,0,5.03,2.11,0,,,20160515:0956,911.54
20160515:0256,0,0,4.52,1.9,0,,,20160515:1056,1001.47
20160515:0356,0,0,4.01,1.7,0,,,20160515:1156,1032.96
20160515:0456,29.66,5.06,4.61,2.02,0,,,20160515:1256,959.63
20160515:0556,156.62,13.83,5.21,2.35,0,,,20160515:1356,586.27
20160515:0656,302.45,23.02,5.81,2.68,0,,,20160515:1456,641.05
20160515:0756,570.53,32.25,7.91,3.01,0,,,20160515:1556,345.18
20160515:0856,761.34,41.09,10.01,3.34,0,,,20160515:1656,319.17
20160515:0956,911.54,48.88,12.12,3.67,0,,,20160515:1756,83.46
20160515:1056,1001.47,54.63,12.79,3.82,0,,,20160515:1856,43.45
20160515:1156,1032.96,57.06,13.46,3.96,0,,,20160515:1956,0
20160515:1256,959.63,55.41,14.13,4.11,0,,,20160515:2056,0
20160515:1356,586.27,50.21,14.2,3.99,0,,,20160515:2156,0
20160515:1456,641.05,42.73,14.26,3.87,0,,,20160515:2256,0
20160515:1556,345.18,34.04,14.32,3.75,0,,,20160515:2356,0
20160515:1656,319.17,24.84,14.09,3.55,0,,,20160516:0056,0
20160515:1756,83.46,15.62,13.86,3.36,0,,,20160516:0156,0
20160515:1856,43.45,6.73,13.64,3.16,0,,,20160516:0256,0
20160515:1956,0,0,12.63,2.93,0,,,20160516:0356,0
20160515:2056,0,0,11.62,2.7,0,,,20160516:0456,30.61
20160515:2156,0,0,10.62,2.47,0,,,20160516:0556,158.37
20160515:2256,0,0,9.87,2.4,0,,,20160516:0656,361.55
20160515:2356,0,0,9.12,2.34,0,,,20160516:0756,477.6
20160516:0056,0,0,8.37,2.28,0,,,20160516:0856,530.49
20160516:0156,0,0,7.4,2.2,0,,,20160516:0956,748.17
20160516:0256,0,0,6.43,2.13,0,,,20160516:1056,1007.79
20160516:0356,0,0,5.45,2.06,0,,,20160516:1156,1039.32
20160516:0456,30.61,5.24,5.88,2.51,0,,,20160516:1256,1004.65
20160516:0556,158.37,14.01,6.3,2.97,0,,,20160516:1356,902.45
20160516:0656,361.55,23.19,6.72,3.43,0,,,20160516:1456,550.53
20160516:0756,477.6,32.43,8.42,3.3,0,,,20160516:1556,561.35
20160516:0856,530.49,41.27,10.12,3.16,0,,,20160516:1656,350.84
20160516:0956,748.17,49.08,11.82,3.02,0,,,20160516:1756,89.96
20160516:1056,1007.79,54.85,12.6,3.11,0,,,20160516:1856,38.95
20160516:1156,1039.32,57.29,13.39,3.2,0,,,20160516:1956,0
20160516:1256,1004.65,55.63,14.17,3.3,0,,,20160516:2056,0
20160516:1356,902.45,50.42,14.73,3.71,0,,,20160516:2156,0
20160516:1456,550.53,42.92,15.28,4.11,0,,,20160516:2256,0
20160516:1556,561.35,34.22,15.83,4.52,0,,,20160516:2356,0
20160516:1656,350.84,25.02,15.42,4.3,0,,,20160517:0056,0
20160516:1756,89.96,15.8,15.01,4.08,0,,,20160517:0156,0
20160516:1856,38.95,6.92,14.6,3.86,0,,,20160517:0256,0
20160516:1956,0,0,13.53,3.41,0,,,20160517:0356,0
20160516:2056,0,0,12.47,2.96,0,,,20160517:0456,31.46
20160516:2156,0,0,11.41,2.51,0,,,20160517:0556,78.81
20160516:2256,0,0,10.55,2.37,0,,,20160517:0656,104.84
20160516:2356,0,0,9.68,2.23,0,,,20160517:0756,339.11
20160517:0056,0,0,8.82,2.1,0,,,20160517:0856,763.22
20160517:0156,0,0,7.98,1.99,0,,,20160517:0956,411.64
20160517:0256,0,0,7.13,1.89,0,,,20160517:1056,385.61
20160517:0356,0,0,6.28,1.78,0,,,20160517:1156,273.25
20160517:0456,31.46,5.42,6.81,2.2,0,,,20160517:1256,505.67
20160517:0556,78.81,14.18,7.33,2.63,0,,,20160517:1356,141.5
20160517:0656,104.84,23.36,7.85,3.05,0,,,20160517:1456,295.33
20160517:0756,339.11,32.6,9.21,3.34,0,,,20160517:1556,485.7
20160517:0856,763.22,41.45,10.57,3.64,0,,,20160517:1656,267.04
20160517:0956,411.64,49.28,11.94,3.93,0,,,20160517:1756,97.41
20160517:1056,385.61,55.06,12.83,4.29,0,,,20160517:1856,38.33
20160517:1156,273.25,57.52,13.72,4.64,0,,,20160517:1956,0
20160517:1256,505.67,55.85,14.61,4.99,0,,,20160517:2056,0
20160517:1356,141.5,50.62,14.8,5.17,0,,,20160517:2156,0
20160517:1456,295.33,43.11,14.98,5.35,0,,,20160517:2256,0
20160517:1556,485.7,34.4,15.16,5.53,0,,,20160517:2356,0
20160517:1656,267.04,25.2,14.49,5.85,0,,,20160518:0056,0
20160517:1756,97.41,15.98,13.81,6.17,0,,,20160518:0156,0
20160517:1856,38.33,7.11,13.14,6.48,0,,,20160518:0256,0
20160517:1956,0,0,12.46,6.32,0,,,20160518:0356,0
20160517:2056,0,0,11.79,6.16,0,,,20160518:0456,33.88
20160517:2156,0,0,11.12,6,0,,,20160518:0556,7.82
20160517:2256,0,0,10.94,5.97,0,,,20160518:0656,118.88
20160517:2356,0,0,10.77,5.94,0,,,20160518:0756,106.19
20160518:0056,0,0,10.59,5.92,0,,,20160518:0856,198.11
20160518:0156,0,0,10.36,6.26,0,,,20160518:0956,297.82
20160518:0256,0,0,10.12,6.6,0,,,20160518:1056,647.83
20160518:0356,0,0,9.89,6.94,0,,,20160518:1156,163.2
20160518:0456,33.88,5.6,9.9,6.83,0,,,20160518:1256,395.37
20160518:0556,7.82,14.35,9.92,6.73,0,,,20160518:1356,161.5
20160518:0656,118.88,23.52,9.94,6.62,0,,,20160518:1456,35.11
20160518:0756,106.19,32.76,10.13,6.51,0,,,20160518:1556,291.02
20160518:0856,198.11,41.63,10.32,6.39,0,,,20160518:1656,227.49
20160518:0956,297.82,49.46,10.52,6.28,0,,,20160518:1756,9.27
20160518:1056,647.83,55.27,10.94,5.54,0,,,20160518:1856,17.06
20160518:1156,163.2,57.74,11.37,4.8,0,,,20160518:1956,0
20160518:1256,395.37,56.07,11.79,4.06,0,,,20160518:2056,0
20160518:1356,161.5,50.82,11.93,4.17,0,,,20160518:2156,0
20160518:1456,35.11,43.29,12.07,4.29,0,,,20160518:2256,0
20160518:1556,291.02,34.57,12.2,4.4,0,,,20160518:2356,0
20160518:1656,227.49,25.37,11.92,5.04,0,,,20160519:0056,0
20160518:1756,9.27,16.15,11.64,5.68,0,,,20160519:0156,0
20160518:1856,17.06,7.29,11.36,6.32,0,,,20160519:0256,0
20160518:1956,0,0,10.62,5.94,0,,,20160519:0356,0
20160518:2056,0,0,9.87,5.55,0,,,20160519:0456,32.93
20160518:2156,0,0,9.12,5.17,0,,,20160519:0556,111.77
20160518:2256,0,0,8.83,4.97,0,,,20160519:0656,220.75
20160518:2356,0,0,8.53,4.77,0,,,20160519:0756,568.7
20160519:0056,0,0,8.24,4.57,0,,,20160519:0856,554.08
20160519:0156,0,0,7.97,4.51,0,,,20160519:0956,664.82
20160519:0256,0,0,7.7,4.46,0,,,20160519:1056,776.26
20160519:0356,0,0,7.43,4.4,0,,,20160519:1156,783.58
20160519:0456,32.93,5.76,7.77,4.13,0,,,20160519:1256,613.25
20160519:0556,111.77,14.51,8.11,3.86,0,,,20160519:1356,638.84
20160519:0656,220.75,23.68,8.44,3.59,0,,,20160519:1456,317.79
20160519:0756,568.7,32.92,9.99,3.45,0,,,20160519:1556,186.06
20160519:0856,554.08,41.79,11.54,3.31,0,,,20160519:1656,68.81
20160519:0956,664.82,49.65,13.1,3.17,0,,,20160519:1756,43.22
20160519:1056,776.26,55.48,14.25,3.29,0,,,20160519:1856,21.8
20160519:1156,783.58,57.96,15.41,3.41,0,,,20160519:1956,0
20160519:1256,613.25,56.28,16.56,3.53,0,,,20160519:2056,0
20160519:1356,638.84,51.02,16.34,4.69,0,,,20160519:2156,0
20160519:1456,317.79,43.47,16.12,5.85,0,,,20160519:2256,0
20160519:1556,186.06,34.75,15.9,7.01,0,,,20160519:2356,0
20160519:1656,68.81,25.54,14.76,6.92,0,,,20160520:0056,0
20160519:1756,43.22,16.32,13.61,6.84,0,,,20160520:0156,0
20160519:1856,21.8,7.47,12.47,6.76,0,,,20160520:0256,0
20160519:1956,0,0,12.06,6.55,0,,,20160520:0356,0
20160519:2056,0,0,11.65,6.34,0,,,20160520:0456,36.15
20160519:2156,0,0,11.25,6.12,0,,,20160520:0556,110.42
20160519:2256,0,0,11.37,6.06,0,,,20160520:0656,254.53
20160519:2356,0,0,11.48,6,0,,,20160520:0756,285.74
20160520:0056,0,0,11.6,5.94,0,,,20160520:0856,385.76
20160520:0156,0,0,11.58,5.84,0,,,20160520:0956,449.09
20160520:0256,0,0,11.56,5.74,0,,,20160520:1056,408.84
20160520:0356,0,0,11.53,5.64,0,,,20160520:1156,517.9
20160520:0456,36.15,5.93,11.44,5.55,0,,,20160520:1256,583.44
20160520:0556,110.42,14.66,11.35,5.46,0,,,20160520:1356,376.96
20160520:0656,254.53,23.83,11.26,5.37,0,,,20160520:1456,383.16
20160520:0756,285.74,33.08,11.58,5.54,0,,,20160520:1556,247.97
20160520:0856,385.76,41.96,11.89,5.71,0,,,20160520:1656,322.35
20160520:0956,449.09,49.83,12.21,5.89,0,,,20160520:1756,139.48
20160520:1056,408.84,55.67,12.94,5.95,0,,,20160520:1856,42.03
20160520:1156,517.9,58.17,13.67,6.01,0,,,20160520:1956,0
20160520:1256,583.44,56.49,14.4,6.07,0,,,20160520:2056,0
20160520:1356,376.96,51.21,15.02,6.13,0,,,20160520:2156,0
20160520:1456,383.16,43.65,15.64,6.19,0,,,20160520:2256,0
20160520:1556,247.97,34.92,16.26,6.25,0,,,20160520:2356,0
20160520:1656,322.35,25.71,15.63,6.19,0,,,20160521:0056,0
20160520:1756,139.48,16.49,14.99,6.13,0,,,20160521:0156,0
20160520:1856,42.03,7.64,14.35,6.07,0,,,20160521:0256,0
20160520:1956,0,0,13.59,6.05,0,,,20160521:0356,0
20160520:2056,0,0,12.82,6.03,0,,,20160521:0456,11.51
20160520:2156,0,0,12.06,6.01,0,,,20160521:0556,99.44
20160520:2256,0,0,11.93,6.42,0,,,20160521:0656,107.07
20160520:2356,0,0,11.81,6.83,0,,,20160521:0756,94.4
20160521:0056,0,0,11.68,7.24,0,,,20160521:0856,195.77
20160521:0156,0,0,11.6,7.38,0,,,20160521:0956,173.54
20160521:0256,0,0,11.52,7.52,0,,,20160521:1056,287.61
20160521:0356,0,0,11.44,7.66,0,,,20160521:1156,335.83
20160521:0456,11.51,6.08,11.42,7.7,0,,,20160521:1256,230.94
20160521:0556,99.44,14.81,11.4,7.75,0,,,20160521:1356,223.57
20160521:0656,107.07,23.98,11.37,7.79,0,,,20160521:1456,163.15
20160521:0756,94.4,33.22,11.59,8.35,0,,,20160521:1556,108.91
20160521:0856,195.77,42.11,11.81,8.91,0,,,20160521:1656,61.91
20160521:0956,173.54,50,12.04,9.48,0,,,20160521:1756,9.47
20160521:1056,287.61,55.86,11.99,9.15,0,,,20160521:1856,43.26
20160521:1156,335.83,58.37,11.95,8.82,0,,,20160521:1956,0
20160521:1256,230.94,56.69,11.9,8.5,0,,,20160521:2056,0
20160521:1356,223.57,51.4,13.06,8.4,0,,,20160521:2156,0
20160521:1456,163.15,43.83,14.22,8.31,0,,,20160521:2256,0
20160521:1556,108.91,35.08,15.38,8.22,0,,,20160521:2356,0
20160521:1656,61.91,25.87,14.29,7.46,0,,,20160522:0056,0
20160521:1756,9.47,16.66,13.2,6.7,0,,,20160522:0156,0
20160521:1856,43.26,7.81,12.1,5.94,0,,,20160522:0256,0
20160521:1956,0,0,11.63,5.32,0,,,20160522:0356,0
20160521:2056,0,0,11.15,4.7,0,,,20160522:0456,39.94
20160521:2156,0,0,10.68,4.08,0,,,20160522:0556,145.04
20160521:2256,0,0,10.3,3.71,0,,,20160522:0656,197.53
20160521:2356,0,0,9.92,3.34,0,,,20160522:0756,485.49
20160522:0056,0,0,9.54,2.97,0,,,20160522:0856,534.48
20160522:0156,0,0,9.18,2.67,0,,,20160522:0956,547.7
20160522:0256,0,0,8.82,2.37,0,,,20160522:1056,639.67
20160522:0356,0,0,8.45,2.07,0,,,20160522:1156,645.56
20160522:0456,39.94,6.23,8.69,2.08,0,,,20160522:1256,339.21
20160522:0556,145.04,14.96,8.92,2.09,0,,,20160522:1356,339.68
20160522:0656,197.53,24.12,9.15,2.1,0,,,20160522:1456,233.35
20160522:0756,485.49,33.36,10.49,1.95,0,,,20160522:1556,306.92
20160522:0856,534.48,42.26,11.83,1.81,0,,,20160522:1656,239.82
20160522:0956,547.7,50.16,13.17,1.67,0,,,20160522:1756,99.92
20160522:1056,639.67,56.05,13.91,1.95,0,,,20160522:1856,51.22
20160522:1156,645.56,58.57,14.66,2.24,0,,,20160522:1956,0
20160522:1256,339.21,56.89,15.4,2.52,0,,,20160522:2056,0
20160522:1356,339.68,51.58,14.97,2.85,0,,,20160522:2156,0
20160522:1456,233.35,44,14.54,3.17,0,,,20160522:2256,0
20160522:1556,306.92,35.24,14.11,3.49,0,,,20160522:2356,0
20160522:1656,239.82,26.03,13.55,3.7,0,,,20160523:0056,0
20160522:1756,99.92,16.82,12.99,3.91,0,,,20160523:0156,0
20160522:1856,51.22,7.98,12.43,4.12,0,,,20160523:0256,0
20160522:1956,0,0,11.57,3.97,0,,,20160523:0356,0
20160522:2056,0,0,10.71,3.82,0,,,20160523:0456,36.39
20160522:2156,0,0,9.85,3.67,0,,,20160523:0556,170.62
20160522:2256,0,0,9.43,3.57,0,,,20160523:0656,373.35
20160522:2356,0,0,9.02,3.47,0,,,20160523:0756,508.39
20160523:0056,0,0,8.6,3.37,0,,,20160523:0856,770.04
20160523:0156,0,0,8.24,3.39,0,,,20160523:0956,685.27
20160523:0256,0,0,7.88,3.41,0,,,20160523:1056,1009.95
20160523:0356,0,0,7.51,3.43,0,,,20160523:1156,797.94
20160523:0456,36.39,6.38,7.93,3.89,0,,,20160523:1256,775.31
20160523:0556,170.62,15.09,8.34,4.34,0,,,20160523:1356,214.38
20160523:0656,373.35,24.25,8.75,4.79,0,,,20160523:1456,280.32
20160523:0756,508.39,33.5,10.35,5.06,0,,,20160523:1556,388.01
20160523:0856,770.04,42.4,11.95,5.34,0,,,20160523:1656,313.91
20160523:0956,685.27,50.32,13.56,5.61,0,,,20160523:1756,141.68
20160523:1056,1009.95,56.23,14.21,5.3,0,,,20160523:1856,53.45
