"Latitude (decimal degrees):	51.790",,,,,,,,Date (ignore the year),Averaged G_i (W/m^2)
20150416:0356,0,0,6.79,2.06,0,,,20150416:1156,814.63
20150416:0456,0,0,6.6,2.21,0,,,20150416:1256,495.765
20150416:0556,50.17,6.47,6.42,2.37,0,,,20150416:1356,532.54
20150416:0656,221.4,15.72,6.24,2.52,0,,,20150416:1456,478.75
20150416:0756,182.26,24.85,8.02,2.73,0,,,20150416:1556,373.665
20150416:0856,650.57,33.39,9.79,2.93,0,,,20150416:1656,77.995
20150416:0956,795.2,40.71,11.57,3.13,0,,,20150416:1756,55.99
20150416:1056,817.38,45.99,13.03,3.18,0,,,20150416:1856,0.105
20150416:1156,1027.05,48.3,14.49,3.23,0,,,20150416:1956,0
20150416:1256,744.41,47.1,15.95,3.28,0,,,20150416:2056,0
20150416:1356,642.66,42.68,16.33,3.42,0,,,20150416:2156,0
20150416:1456,270.56,35.91,16.72,3.55,0,,,20150416:2256,0
20150416:1556,315.08,27.69,17.1,3.68,0,,,20150416:2356,0
20150416:1656,131.75,18.69,16.37,3.61,0,,,20150417:0056,0
20150416:1756,59.91,9.43,15.64,3.54,0,,,20150417:0156,0
20150416:1856,0,0,14.91,3.46,0,,,20150417:0256,0
20150416:1956,0,0,13.49,3.5,0,,,20150417:0356,0
20150416:2056,0,0,12.07,3.54,0,,,20150417:0456,0
20150416:2156,0,0,10.64,3.59,0,,,20150417:0556,55.045
20150416:2256,0,0,9.87,3.57,0,,,20150417:0656,242.58
20150416:2356,0,0,9.09,3.56,0,,,20150417:0756,509.615
20150417:0056,0,0,8.32,3.54,0,,,20150417:0856,734.915
20150417:0156,0,0,7.73,3.43,0,,,20150417:0956,913.865
20150417:0256,0,0,7.14,3.31,0,,,20150417:1056,979.165
20150417:0356,0,0,6.55,3.19,0,,,20150417:1156,886.975
20150417:0456,0,0,6.4,3.23,0,,,20150417:1256,719.285
20150417:0556,52.87,6.78,6.26,3.28,0,,,20150417:1356,517.96
20150417:0656,211.99,16.03,6.12,3.32,0,,,20150417:1456,377.945
20150417:0756,499.55,25.17,7.33,4.04,0,,,20150417:1556,361.6
20150417:0856,722.43,33.72,8.55,4.76,0,,,20150417:1656,185.08
20150417:0956,899.67,41.06,9.76,5.48,0,,,20150417:1756,57.77
20150417:1056,1009.79,46.35,10.87,5.42,0,,,20150417:1856,1.12
20150417:1156,1047.44,48.65,11.97,5.36,0,,,20150417:1956,0
20150417:1256,939.85,47.43,13.08,5.3,0,,,20150417:2056,0
20150417:1356,636.02,42.98,13.19,5.25,0,,,20150417:2156,0
20150417:1456,464.18,36.18,13.29,5.2,0,,,20150417:2256,0
20150417:1556,432.41,27.94,13.39,5.16,0,,,20150417:2356,0
20150417:1656,105.41,18.93,12.55,5.03,0,,,20150418:0056,0
20150417:1756,61.5,9.67,11.71,4.89,0,,,20150418:0156,0
20150417:1856,0,0,10.87,4.76,0,,,20150418:0256,0
20150417:1956,0,0,9.51,4.88,0,,,20150418:0356,0
20150417:2056,0,0,8.15,5,0,,,20150418:0456,0
20150417:2156,0,0,6.78,5.12,0,,,20150418:0556,58.385
20150417:2256,0,0,6.13,5.02,0,,,20150418:0656,199.82
20150417:2356,0,0,5.49,4.91,0,,,20150418:0756,320.56
20150418:0056,0,0,4.84,4.81,0,,,20150418:0856,478.905
20150418:0156,0,0,4.55,4.7,0,,,20150418:0956,612.535
20150418:0256,0,0,4.26,4.58,0,,,20150418:1056,659.225
20150418:0356,0,0,3.98,4.47,0,,,20150418:1156,718.415
20150418:0456,0,0,3.95,4.43,0,,,20150418:1256,723.19
20150418:0556,58.35,7.09,3.93,4.39,0,,,20150418:1356,582.12
20150418:0656,273.77,16.34,3.9,4.34,0,,,20150418:1456,538.67
20150418:0756,517.97,25.48,5.39,4.86,0,,,20150418:1556,334.51
20150418:0856,745.33,34.04,6.88,5.37,0,,,20150418:1656,193.025
20150418:0956,925.68,41.4,8.37,5.89,0,,,20150418:1756,51.02
20150418:1056,1036.49,46.7,9.86,5.88,0,,,20150418:1856,1.48
20150418:1156,1074.33,49.01,11.35,5.86,0,,,20150418:1956,0
20150418:1256,1032.36,47.76,12.84,5.85,0,,,20150418:2056,0
20150418:1356,911.24,43.28,12.97,6.13,0,,,20150418:2156,0
20150418:1456,730.47,36.45,13.1,6.41,0,,,20150418:2256,0
20150418:1556,505.4,28.18,13.22,6.69,0,,,20150418:2356,0
20150418:1656,264.98,19.17,12.31,6.27,0,,,20150419:0056,0
20150418:1756,54.51,9.91,11.4,5.84,0,,,20150419:0156,0
20150418:1856,2.54,0.81,10.48,5.42,0,,,20150419:0256,0
20150418:1956,0,0,9.01,5.14,0,,,20150419:0356,0
20150418:2056,0,0,7.54,4.85,0,,,20150419:0456,0
20150418:2156,0,0,6.07,4.57,0,,,20150419:0556,55.45
20150418:2256,0,0,5.3,4.38,0,,,20150419:0656,209.61
20150418:2356,0,0,4.54,4.19,0,,,20150419:0756,358.355
20150419:0056,0,0,3.77,4,0,,,20150419:0856,448.505
20150419:0156,0,0,3.15,3.8,0,,,20150419:0956,287.525
20150419:0256,0,0,2.53,3.6,0,,,20150419:1056,556.685
20150419:0356,0,0,1.92,3.41,0,,,20150419:1156,561.965
20150419:0456,0,0,1.94,3.83,0,,,20150419:1256,488.39
20150419:0556,61.24,7.4,1.97,4.26,0,,,20150419:1356,552.265
20150419:0656,257.84,16.65,2,4.69,0,,,20150419:1456,561.545
20150419:0756,280.92,25.79,3.45,4.54,0,,,20150419:1556,437.765
20150419:0856,255.66,34.36,4.91,4.4,0,,,20150419:1656,246.95
20150419:0956,211.87,41.74,6.36,4.25,0,,,20150419:1756,58.535
20150419:1056,355.37,47.05,7.58,4.32,0,,,20150419:1856,4.32
20150419:1156,260.2,49.36,8.79,4.39,0,,,20150419:1956,0
20150419:1256,237.95,48.09,10.01,4.46,0,,,20150419:2056,0
20150419:1356,193.29,43.58,10.52,4.35,0,,,20150419:2156,0
20150419:1456,391.99,36.72,11.03,4.25,0,,,20150419:2256,0
20150419:1556,368.54,28.43,11.53,4.15,0,,,20150419:2356,0
20150419:1656,226.66,19.4,11.13,3.51,0,,,20150420:0056,0
20150419:1756,61.16,10.14,10.73,2.87,0,,,20150420:0156,0
20150419:1856,3.77,1.05,10.33,2.23,0,,,20150420:0256,0
20150419:1956,0,0,9.14,2.27,0,,,20150420:0356,0
20150419:2056,0,0,7.95,2.31,0,,,20150420:0456,0
20150419:2156,0,0,6.76,2.34,0,,,20150420:0556,64.65
20150419:2256,0,0,6.11,2.23,0,,,20150420:0656,281.98
20150419:2356,0,0,5.46,2.11,0,,,20150420:0756,524.585
20150420:0056,0,0,4.81,2,0,,,20150420:0856,750.17
20150420:0156,0,0,3.62,2.09,0,,,20150420:0956,928.81
20150420:0256,0,0,2.44,2.17,0,,,20150420:1056,1036.86
20150420:0356,0,0,1.26,2.26,0,,,20150420:1156,1073.705
20150420:0456,0,0,1.59,2.43,0,,,20150420:1256,1030.02
20150420:0556,63.23,7.7,1.93,2.59,0,,,20150420:1356,909.85
20150420:0656,277.85,16.95,2.27,2.76,0,,,20150420:1456,711.09
20150420:0756,519.46,26.1,4.58,3.09,0,,,20150420:1556,496.52
20150420:0856,744.16,34.68,6.9,3.42,0,,,20150420:1656,231.095
20150420:0956,922.27,42.07,9.21,3.75,0,,,20150420:1756,63.2
20150420:1056,1030.72,47.4,10.86,3.59,0,,,20150420:1856,4.995
20150420:1156,1067.58,49.7,12.52,3.43,0,,,20150420:1956,0
20150420:1256,1025.49,48.42,14.17,3.27,0,,,20150420:2056,0
20150420:1356,903.64,43.87,14.73,3.34,0,,,20150420:2156,0
20150420:1456,685.3,36.98,15.28,3.42,0,,,20150420:2256,0
20150420:1556,501.94,28.67,15.83,3.49,0,,,20150420:2356,0
20150420:1656,202.92,19.64,15.22,3.01,0,,,20150421:0056,0
20150420:1756,69.18,10.37,14.6,2.52,0,,,20150421:0156,0
20150420:1856,5.12,1.29,13.99,2.04,0,,,20150421:0256,0
20150420:1956,0,0,12.01,2.34,0,,,20150421:0356,0
20150420:2056,0,0,10.03,2.64,0,,,20150421:0456,0
20150420:2156,0,0,8.05,2.94,0,,,20150421:0556,35.2
20150420:2256,0,0,7.14,2.76,0,,,20150421:0656,195.45
20150420:2356,0,0,6.22,2.58,0,,,20150421:0756,382.135
20150421:0056,0,0,5.31,2.4,0,,,20150421:0856,516.98
20150421:0156,0,0,4.64,2.34,0,,,20150421:0956,550.115
20150421:0256,0,0,3.97,2.29,0,,,20150421:1056,719.585
20150421:0356,0,0,3.31,2.23,0,,,20150421:1156,936.845
20150421:0456,0,0,3.31,2.24,0,,,20150421:1256,778.89
20150421:0556,66.63,8,3.32,2.24,0,,,20150421:1356,749.65
20150421:0656,284.14,17.25,3.33,2.25,0,,,20150421:1456,659.85
20150421:0756,527.95,26.4,5.6,2.74,0,,,20150421:1556,358.045
20150421:0856,753.94,35,7.87,3.24,0,,,20150421:1656,207.925
20150421:0956,932.86,42.4,10.14,3.74,0,,,20150421:1756,63.33
20150421:1056,1040.18,47.74,11.67,3.83,0,,,20150421:1856,6.985
20150421:1156,1076.9,50.04,13.2,3.93,0,,,20150421:1956,0
20150421:1256,1034.24,48.74,14.73,4.03,0,,,20150421:2056,0
20150421:1356,911.91,44.16,15.31,4.17,0,,,20150421:2156,0
20150421:1456,731.65,37.24,15.9,4.3,0,,,20150421:2256,0
20150421:1556,507.57,28.91,16.48,4.44,0,,,20150421:2356,0
20150421:1656,267.05,19.87,15.69,4.36,0,,,20150422:0056,0
20150421:1756,57.14,10.61,14.9,4.28,0,,,20150422:0156,0
20150421:1856,6.56,1.53,14.1,4.19,0,,,20150422:0256,0
20150421:1956,0,0,12.31,4.07,0,,,20150422:0356,0
20150421:2056,0,0,10.53,3.94,0,,,20150422:0456,0
20150421:2156,0,0,8.74,3.82,0,,,20150422:0556,49.1
20150421:2256,0,0,7.81,3.45,0,,,20150422:0656,178.83
20150421:2356,0,0,6.89,3.08,0,,,20150422:0756,328.2
20150422:0056,0,0,5.96,2.7,0,,,20150422:0856,459.07
20150422:0156,0,0,5.39,2.6,0,,,20150422:0956,566.71
20150422:0256,0,0,4.83,2.5,0,,,20150422:1056,653.115
20150422:0356,0,0,4.27,2.4,0,,,20150422:1156,644.08
20150422:0456,0,0,4.27,2.68,0,,,20150422:1256,601.015
20150422:0556,68.82,8.3,4.28,2.96,0,,,20150422:1356,344.965
20150422:0656,285.38,17.55,4.29,3.24,0,,,20150422:1456,411.49
20150422:0756,522.35,26.7,6.24,3.83,0,,,20150422:1556,135.775
20150422:0856,745.02,35.31,8.2,4.43,0,,,20150422:1656,147.655
20150422:0956,921.37,42.72,10.15,5.02,0,,,20150422:1756,32.085
20150422:1056,1018.62,48.08,11.7,5.29,0,,,20150422:1856,4.405
20150422:1156,1054.44,50.38,13.24,5.56,0,,,20150422:1956,0
20150422:1256,935.39,49.06,14.79,5.83,0,,,20150422:2056,0
20150422:1356,522.65,44.45,15.03,5.96,0,,,20150422:2156,0
20150422:1456,698.91,37.5,15.28,6.08,0,,,20150422:2256,0
20150422:1556,167.54,29.15,15.52,6.21,0,,,20150422:2356,0
20150422:1656,242.87,20.1,14.76,5.78,0,,,20150423:0056,0
20150422:1756,59.08,10.84,13.99,5.35,0,,,20150423:0156,0
20150422:1856,7.75,1.77,13.23,4.92,0,,,20150423:0256,0
20150422:1956,0,0,11.61,4.05,0,,,20150423:0356,0
20150422:2056,0,0,9.99,3.18,0,,,20150423:0456,0
20150422:2156,0,0,8.36,2.3,0,,,20150423:0556,71.445
20150422:2256,0,0,7.43,2.23,0,,,20150423:0656,200.605
20150422:2356,0,0,6.51,2.16,0,,,20150423:0756,349.255
20150423:0056,0,0,5.58,2.08,0,,,20150423:0856,471.235
20150423:0156,0,0,5.24,2.09,0,,,20150423:0956,641.73
20150423:0256,0,0,4.91,2.1,0,,,20150423:1056,1040.35
20150423:0356,0,0,4.58,2.11,0,,,20150423:1156,869.765
20150423:0456,0,0,4.63,2.13,0,,,20150423:1256,766.535
20150423:0556,69.75,8.59,4.69,2.16,0,,,20150423:1356,620.08
20150423:0656,109.06,17.84,4.75,2.18,0,,,20150423:1456,454.48
20150423:0756,162.19,27,5.77,2.29,0,,,20150423:1556,347.33
20150423:0856,289.34,35.61,6.78,2.4,0,,,20150423:1656,209.54
20150423:0956,641.68,43.05,7.8,2.51,0,,,20150423:1756,65.4
20150423:1056,1031.92,48.42,9.35,2.04,0,,,20150423:1856,8.09
20150423:1156,1067.69,50.72,10.89,1.57,0,,,20150423:1956,0
20150423:1256,1025.04,49.38,12.44,1.1,0,,,20150423:2056,0
20150423:1356,907.42,44.74,13.22,1.03,0,,,20150423:2156,0
20150423:1456,728.38,37.76,14,0.95,0,,,20150423:2256,0
20150423:1556,506.09,29.39,14.78,0.87,0,,,20150423:2356,0
20150423:1656,267.86,20.33,14.52,0.86,0,,,20150424:0056,0
20150423:1756,58.83,11.06,14.26,0.84,0,,,20150424:0156,0
20150423:1856,9.36,2.01,14,0.83,0,,,20150424:0256,0
20150423:1956,0,0,11.82,0.81,0,,,20150424:0356,0
20150423:2056,0,0,9.64,0.79,0,,,20150424:0456,0
20150423:2156,0,0,7.46,0.77,0,,,20150424:0556,56.82
20150423:2256,0,0,6.96,1.35,0,,,20150424:0656,178.06
20150423:2356,0,0,6.46,1.93,0,,,20150424:0756,415.4
20150424:0056,0,0,5.96,2.51,0,,,20150424:0856,480.8
20150424:0156,0,0,5.47,2.46,0,,,20150424:0956,731.615
20150424:0256,0,0,4.99,2.41,0,,,20150424:1056,824.115
20150424:0356,0,0,4.51,2.36,0,,,20150424:1156,307.105
20150424:0456,0,0,4.68,2.27,0,,,20150424:1256,424.19
20150424:0556,71.64,8.88,4.86,2.18,0,,,20150424:1356,475.395
20150424:0656,119.51,18.12,5.04,2.1,0,,,20150424:1456,466.765
20150424:0756,294.95,27.29,7.23,2.63,0,,,20150424:1556,333.14
20150424:0856,202.97,35.91,9.42,3.17,0,,,20150424:1656,154.88
20150424:0956,531.33,43.36,11.61,3.71,0,,,20150424:1756,55.51
20150424:1056,612.37,48.75,12.53,3.85,0,,,20150424:1856,10.76
20150424:1156,320.67,51.05,13.44,3.99,0,,,20150424:1956,0
20150424:1256,525.55,49.69,14.36,4.12,0,,,20150424:2056,0
20150424:1356,499.45,45.02,14.9,4.4,0,,,20150424:2156,0
20150424:1456,406.5,38.01,15.43,4.67,0,,,20150424:2256,0
20150424:1556,162.45,29.63,15.96,4.94,0,,,20150424:2356,0
20150424:1656,137.38,20.55,15.1,4.93,0,,,20150425:0056,0
20150424:1756,43.08,11.29,14.23,4.92,0,,,20150425:0156,0
20150424:1856,10.04,2.24,13.37,4.91,0,,,20150425:0256,0
20150424:1956,0,0,12.51,4.91,0,,,20150425:0356,0
20150424:2056,0,0,11.65,4.91,0,,,20150425:0456,0.085
20150424:2156,0,0,10.78,4.91,0,,,20150425:0556,60.4
20150424:2256,0,0,10.57,4.67,0,,,20150425:0656,129.075
20150424:2356,0,0,10.35,4.42,0,,,20150425:0756,196.595
20150425:0056,0,0,10.14,4.18,0,,,20150425:0856,263.04
20150425:0156,0,0,10.08,4.29,0,,,20150425:0956,351.37
20150425:0256,0,0,10.02,4.39,0,,,20150425:1056,340.64
20150425:0356,0,0,9.96,4.5,0,,,20150425:1156,211.55
20150425:0456,0,0,9.98,4.37,0,,,20150425:1256,678.445
20150425:0556,45.5,9.16,10.01,4.24,0,,,20150425:1356,821.135
20150425:0656,175.61,18.4,10.04,4.11,0,,,20150425:1456,267.695
20150425:0756,188.24,27.57,10.51,4.64,0,,,20150425:1556,337.54
20150425:0856,274.84,36.21,10.99,5.17,0,,,20150425:1656,140.375
20150425:0956,336.89,43.68,11.46,5.7,0,,,20150425:1756,61.195
20150425:1056,371.97,49.08,12.34,5.92,0,,,20150425:1856,5.21
20150425:1156,243.55,51.38,13.23,6.15,0,,,20150425:1956,0
20150425:1256,799.87,50,14.11,6.37,0,,,20150425:2056,0
20150425:1356,734.62,45.3,14.57,6.05,0,,,20150425:2156,0
20150425:1456,349.45,38.27,15.03,5.73,0,,,20150425:2256,0
20150425:1556,166,29.86,15.48,5.41,0,,,20150425:2356,0
20150425:1656,12.19,20.78,14.86,4.95,0,,,20150426:0056,0
20150425:1756,59.25,11.52,14.23,4.49,0,,,20150426:0156,0
20150425:1856,1.06,2.48,13.6,4.03,0,,,20150426:0256,0
20150425:1956,0,0,12.45,3.49,0,,,20150426:0356,0
20150425:2056,0,0,11.3,2.95,0,,,20150426:0456,1.1
20150425:2156,0,0,10.15,2.41,0,,,20150426:0556,60.99
20150425:2256,0,0,9.82,2.67,0,,,20150426:0656,129.515
20150425:2356,0,0,9.49,2.92,0,,,20150426:0756,269.235
20150426:0056,0,0,9.16,3.17,0,,,20150426:0856,489.575
20150426:0156,0,0,8.46,3.37,0,,,20150426:0956,531.79
20150426:0256,0,0,7.76,3.56,0,,,20150426:1056,535.7
20150426:0356,0,0,7.07,3.75,0,,,20150426:1156,709.52
20150426:0456,0,0,6.74,3.88,0,,,20150426:1256,585.855
20150426:0556,41.19,9.44,6.42,4,0,,,20150426:1356,243.63
20150426:0656,72.77,18.68,6.1,4.12,0,,,20150426:1456,412.84
20150426:0756,182.4,27.86,6.6,3.9,0,,,20150426:1556,306.49
20150426:0856,280.01,36.5,7.09,3.67,0,,,20150426:1656,147.035
20150426:0956,201.72,43.98,7.59,3.45,0,,,20150426:1756,77.4
20150426:1056,323.87,49.4,8.67,3.39,0,,,20150426:1856,7.305
20150426:1156,381.57,51.71,9.74,3.34,0,,,20150426:1956,0
20150426:1256,393.9,50.31,10.82,3.28,0,,,20150426:2056,0
20150426:1356,238.36,45.57,11.1,3.29,0,,,20150426:2156,0
20150426:1456,291.78,38.52,11.38,3.3,0,,,20150426:2256,0
20150426:1556,500.55,30.09,11.65,3.31,0,,,20150426:2356,0
20150426:1656,169.95,21,11.34,3.49,0,,,20150427:0056,0
20150426:1756,73.07,11.74,11.02,3.67,0,,,20150427:0156,0
20150426:1856,13.38,2.71,10.7,3.85,0,,,20150427:0256,0
20150426:1956,0,0,9.36,4.08,0,,,20150427:0356,0
20150426:2056,0,0,8.02,4.31,0,,,20150427:0456,3.09
20150426:2156,0,0,6.68,4.54,0,,,20150427:0556,81.895
20150426:2256,0,0,5.8,4.34,0,,,20150427:0656,301.12
20150426:2356,0,0,4.91,4.15,0,,,20150427:0756,542.89
20150427:0056,0,0,4.03,3.96,0,,,20150427:0856,625.33
20150427:0156,0,0,3.45,3.6,0,,,20150427:0956,705.125
20150427:0256,0,0,2.87,3.23,0,,,20150427:1056,940.31
20150427:0356,0,0,2.29,2.87,0,,,20150427:1156,767.455
20150427:0456,2.54,0.81,2.1,2.68,0,,,20150427:1256,1033.365
20150427:0556,81.05,9.72,1.92,2.48,0,,,20150427:1356,723.48
20150427:0656,299.33,18.95,1.74,2.29,0,,,20150427:1456,412.72
20150427:0756,540.36,28.13,3.39,2,0,,,20150427:1556,350.015
20150427:0856,762.1,36.79,5.03,1.72,0,,,20150427:1656,81.065
20150427:0956,936.97,44.29,6.68,1.43,0,,,20150427:1756,20.58
20150427:1056,1041.78,49.72,7.91,1.6,0,,,20150427:1856,12.535
20150427:1156,1012.3,52.03,9.15,1.77,0,,,20150427:1956,0
20150427:1256,1029.67,50.61,10.38,1.94,0,,,20150427:2056,0
20150427:1356,532.89,45.85,10.56,2.34,0,,,20150427:2156,0
20150427:1456,568.88,38.76,10.73,2.74,0,,,20150427:2256,0
20150427:1556,474.18,30.32,10.9,3.14,0,,,20150427:2356,0
20150427:1656,73.72,21.22,10.38,3.66,0,,,20150428:0056,0
20150427:1756,35.25,11.96,9.85,4.17,0,,,20150428:0156,0
20150427:1856,9.06,2.94,9.32,4.69,0,,,20150428:0256,0
20150427:1956,0,0,8.45,4.63,0,,,20150428:0356,0
20150427:2056,0,0,7.58,4.56,0,,,20150428:0456,4.64
20150427:2156,0,0,6.71,4.5,0,,,20150428:0556,84.88
20150427:2256,0,0,6.03,4.46,0,,,20150428:0656,306.42
20150427:2356,0,0,5.36,4.42,0,,,20150428:0756,537.55
20150428:0056,0,0,4.68,4.39,0,,,20150428:0856,746.2
20150428:0156,0,0,4.08,4.07,0,,,20150428:0956,934.255
20150428:0256,0,0,3.48,3.75,0,,,20150428:1056,660.85
20150428:0356,0,0,2.88,3.43,0,,,20150428:1156,543.345
20150428:0456,4.07,1.09,2.98,3.61,0,,,20150428:1256,474.575
20150428:0556,84.24,9.99,3.09,3.79,0,,,20150428:1356,567.3
20150428:0656,305.42,19.22,3.2,3.97,0,,,20150428:1456,445.635
20150428:0756,538.43,28.41,4.54,4.45,0,,,20150428:1556,335.575
20150428:0856,770.5,37.07,5.88,4.92,0,,,20150428:1656,228.825
20150428:0956,946.14,44.59,7.22,5.39,0,,,20150428:1756,74.095
20150428:1056,834.06,50.03,8.07,5.77,0,,,20150428:1856,12.6
20150428:1156,587.19,52.34,8.92,6.15,0,,,20150428:1956,0
20150428:1256,449.16,50.91,9.77,6.52,0,,,20150428:2056,0
20150428:1356,721.76,46.12,10.1,6.37,0,,,20150428:2156,0
20150428:1456,655.33,39.01,10.43,6.22,0,,,20150428:2256,0
20150428:1556,373.71,30.55,10.75,6.07,0,,,20150428:2356,0
20150428:1656,275.55,21.44,10.32,5.57,0,,,20150429:0056,0
20150428:1756,82.73,12.18,9.89,5.07,0,,,20150429:0156,0
20150428:1856,8.6,3.17,9.45,4.57,0,,,20150429:0256,0
20150428:1956,0,0,8.52,4.09,0,,,20150429:0356,0
20150428:2056,0,0,7.6,3.61,0,,,20150429:0456,2.815
20150428:2156,0,0,6.67,3.13,0,,,20150429:0556,79.18
20150428:2256,0,0,6.33,3.44,0,,,20150429:0656,191.605
20150428:2356,0,0,5.99,3.76,0,,,20150429:0756,320.83
20150429:0056,0,0,5.65,4.07,0,,,20150429:0856,506.63
20150429:0156,0,0,5.56,4.46,0,,,20150429:0956,545.545
20150429:0256,0,0,5.47,4.84,0,,,20150429:1056,845.025
20150429:0356,0,0,5.39,5.23,0,,,20150429:1156,976.34
20150429:0456,0.68,1.36,5.6,5.73,0,,,20150429:1256,501.21
20150429:0556,74.29,10.26,5.82,6.23,0,,,20150429:1356,923
20150429:0656,73.95,19.49,6.03,6.73,0,,,20150429:1456,496.49
20150429:0756,91.69,28.67,6.34,6.37,0,,,20150429:1556,269.615
20150429:0856,242.22,37.35,6.64,6,0,,,20150429:1656,277.085
20150429:0956,444.86,44.88,6.95,5.64,0,,,20150429:1756,72.165
20150429:1056,641.08,50.34,8.07,5.72,0,,,20150429:1856,18.165
20150429:1156,876.48,52.66,9.18,5.81,0,,,20150429:1956,0
20150429:1256,385.81,51.2,10.3,5.89,0,,,20150429:2056,0
20150429:1356,919.86,46.39,10.73,6.11,0,,,20150429:2156,0
20150429:1456,740.23,39.25,11.16,6.34,0,,,20150429:2256,0
20150429:1556,517.4,30.77,11.59,6.57,0,,,20150429:2356,0
20150429:1656,277.97,21.66,11.02,6.28,0,,,20150430:0056,0
20150429:1756,64.75,12.4,10.44,6,0,,,20150430:0156,0
20150429:1856,17.66,3.39,9.87,5.71,0,,,20150430:0256,0
20150429:1956,0,0,8.69,5.45,0,,,20150430:0356,0
20150429:2056,0,0,7.52,5.2,0,,,20150430:0456,7.725
20150429:2156,0,0,6.34,4.94,0,,,20150430:0556,88.305
20150429:2256,0,0,5.86,5.04,0,,,20150430:0656,307.555
20150429:2356,0,0,5.38,5.15,0,,,20150430:0756,504.17
20150430:0056,0,0,4.9,5.26,0,,,20150430:0856,541.87
20150430:0156,0,0,4.83,5.15,0,,,20150430:0956,691.88
20150430:0256,0,0,4.76,5.04,0,,,20150430:1056,569.175
20150430:0356,0,0,4.69,4.94,0,,,20150430:1156,711.965
20150430:0456,7.07,1.63,4.94,4.92,0,,,20150430:1256,408.625
20150430:0556,87.21,10.52,5.2,4.91,0,,,20150430:1356,391.255
20150430:0656,304.76,19.75,5.46,4.9,0,,,20150430:1456,513.145
20150430:0756,543.06,28.94,6.57,5.22,0,,,20150430:1556,467.63
20150430:0856,400.24,37.63,7.67,5.54,0,,,20150430:1656,236.55
20150430:0956,727.38,45.17,8.78,5.86,0,,,20150430:1756,70.03
20150430:1056,503.84,50.65,9.54,5.38,0,,,20150430:1856,19.16
20150430:1156,347.13,52.97,10.3,4.9,0,,,20150430:1956,0
20150430:1256,399.31,51.5,11.06,4.41,0,,,20150430:2056,0
20150430:1356,640.02,46.65,11.21,4.4,0,,,20150430:2156,0
20150430:1456,708.58,39.49,11.36,4.38,0,,,20150430:2256,0
20150430:1556,449.61,30.99,11.5,4.36,0,,,20150430:2356,0
20150430:1656,261.24,21.87,11.17,3.99,0,,,20150501:0056,0
20150430:1756,74.3,12.62,10.83,3.62,0,,,20150501:0156,0
20150430:1856,18.63,3.62,10.49,3.26,0,,,20150501:0256,0
20150430:1956,0,0,9.15,3.14,0,,,20150501:0356,0
20150430:2056,0,0,7.81,3.02,0,,,20150501:0456,9.27
20150430:2156,0,0,6.47,2.9,0,,,20150501:0556,57.58
20150430:2256,0,0,5.82,3.05,0,,,20150501:0656,237.415
20150430:2356,0,0,5.16,3.21,0,,,20150501:0756,498.26
20150501:0056,0,0,4.51,3.37,0,,,20150501:0856,568.16
20150501:0156,0,0,4.42,3.54,0,,,20150501:0956,927.91
20150501:0256,0,0,4.33,3.71,0,,,20150501:1056,864.065
20150501:0356,0,0,4.24,3.88,0,,,20150501:1156,779.325
20150501:0456,8.72,1.89,4.21,3.83,0,,,20150501:1256,754.92
20150501:0556,24.7,10.77,4.19,3.79,0,,,20150501:1356,552.46
20150501:0656,164.18,20,4.17,3.75,0,,,20150501:1456,374.19
20150501:0756,457.86,29.19,5.35,4.3,0,,,20150501:1556,194.835
20150501:0856,430.79,37.89,6.53,4.86,0,,,20150501:1656,159.105
20150501:0956,932.88,45.46,7.71,5.41,0,,,20150501:1756,50.76
20150501:1056,830.59,50.95,8.69,5.25,0,,,20150501:1856,16.94
20150501:1156,665.92,53.27,9.66,5.09,0,,,20150501:1956,0
20150501:1256,639.77,51.79,10.64,4.94,0,,,20150501:2056,0
20150501:1356,570.18,46.91,10.64,4.54,0,,,20150501:2156,0
20150501:1456,356.89,39.72,10.63,4.15,0,,,20150501:2256,0
20150501:1556,136.13,31.21,10.62,3.75,0,,,20150501:2356,0
20150501:1656,165.1,22.09,10.16,4.22,0,,,20150502:0056,0
20150501:1756,66.46,12.83,9.69,4.69,0,,,20150502:0156,0
20150501:1856,13.85,3.84,9.23,5.16,0,,,20150502:0256,0
20150501:1956,0,0,8.04,4.21,0,,,20150502:0356,0
20150501:2056,0,0,6.86,3.26,0,,,20150502:0456,5.78
20150501:2156,0,0,5.68,2.32,0,,,20150502:0556,42.825
20150501:2256,0,0,5.16,2.32,0,,,20150502:0656,84.32
20150501:2356,0,0,4.64,2.32,0,,,20150502:0756,164.58
20150502:0056,0,0,4.12,2.32,0,,,20150502:0856,390.335
20150502:0156,0,0,3.91,2.5,0,,,20150502:0956,562.965
20150502:0256,0,0,3.69,2.68,0,,,20150502:1056,673.105
20150502:0356,0,0,3.47,2.86,0,,,20150502:1156,571.36
20150502:0456,0.89,2.15,3.73,3.14,0,,,20150502:1256,262.065
20150502:0556,22.83,11.03,3.99,3.43,0,,,20150502:1356,247.63
20150502:0656,55.53,20.25,4.24,3.71,0,,,20150502:1456,180.505
20150502:0756,122.89,29.45,5.6,4.27,0,,,20150502:1556,158.895
20150502:0856,420.68,38.16,6.96,4.83,0,,,20150502:1656,206.68
20150502:0956,541.77,45.74,8.33,5.39,0,,,20150502:1756,80
20150502:1056,666.26,51.25,9.27,5.45,0,,,20150502:1856,20.245
